key,docs,rating,timestamp,sentiment
9574,lovely meal for 5 at short notice. diverse menu and very friendly staff. everyone enjoyed their meal.,5.0,2021-10-18 16:23:00,"[[0.012541422620415688, 0.24143262207508087, 0.7460259199142456]]"
9575,nothing. ac not working in rooms. no ventilation sad gloomy minamalsitc place,0.5,2021-06-06 02:00:00,"[[0.4591961205005646, 0.5395635962486267, 0.0012402093270793557]]"
9576,"it was very cold in the restaurant with cold air blowing directly on my face and food. this was extremely uncomfortable and caused my food to get cold quickly. i was shivering throughout the night and i even had a shawl around my shoulders. the service was slow considering the restaurant wasn't busy. however, our server was knowledgeable on wine selections. we weren't familiar with high altitude wines and discussed what we like and she suggested a wine that was very good. i ordered the shrimp with polenta. the shrimp was very good, but the polenta was extremely salty. i wasn't able to eat it. my husband ordered the flat iron steak and it was excellent. it was cooked perfectly and the sauce was very tasty. i ordered the lamb meatballs for an appetizer and those were very good. for a restaurant that's not busy and at this price range, the service should have been much better. there are a lot of excellent high-end restaurants in charlotte, so we probably won't come back. we're foodies and eat out a lot. we were really looking forward to dining here.",3.0,2021-08-20 12:40:00,"[[0.8372175097465515, 0.1351541429758072, 0.027628421783447266]]"
9577,the most amazing sunday lunch we have ever had. whole experience was 5* & can't recommend highly enough. the staff were so friendly & efficient & completed the whole experience. thank you all.,5.0,2021-09-27 16:26:00,"[[0.004504443146288395, 0.10228275507688522, 0.8932127952575684]]"
9578,no salmon available eve. though in menu suite lacked atmosphere. a few scones would have helped. had to ring down for biscuits,3.0,2021-08-10 02:00:00,"[[0.9359614849090576, 0.06320683658123016, 0.0008317173342220485]]"
9579,had a great time celebrating a birthday staff was great food was great overall experience was wonderful,5.0,2022-01-16 04:21:00,"[[0.004932961892336607, 0.3027726411819458, 0.6922944784164429]]"
9580,beautiful interiors. the staff were the nicest i've come across. would much prefer staying here than a big corporate hotel - it was lovely. breakfast also beautiful. nothing it's all lovely,5.0,2022-03-08 01:00:00,"[[0.00948572251945734, 0.8081752061843872, 0.18233908712863922]]"
9581,we landed here as a convenience twice since we were staying in the hotel. it is super busy but the workers are on it! we had the burger with pastrami (delish) and vege burger (daughter loved it but asked for lettuce if you want it) . dirty martini was made well in lieu of old fashioned (no bitters). the morning bloody mary was wonderful! good experience both times!,4.0,2022-02-15 16:02:00,"[[0.01337371114641428, 0.8066399693489075, 0.17998634278774261]]"
9582,everything i would put more items on the buffet breakfast like cheese and ham for example,4.5,2021-11-07 01:00:00,"[[0.0037232970353215933, 0.9163596034049988, 0.07991711795330048]]"
9583,quiet corner booth with very attentive staff featuring fine dining at a relaxed pace. the dessert was splendid and an unusually large portion that we ended up taking a bit back to our hotel.,5.0,2021-12-29 08:42:00,"[[0.0131369698792696, 0.896640956401825, 0.09022202342748642]]"
9584,"the ambiance, food, & music was great! i had the fish tacos, fries & beignets. only complaint is slow service. overall it was a great evening!!",5.0,2021-10-18 00:16:00,"[[0.00959631334990263, 0.10072411596775055, 0.8896795511245728]]"
9585,"the food, staff and service were very good, understanding and fast. when having desert in the bar part of the hotel, it took longer to receive. however, the staff were very understanding, kind and overall good with this little mishap. the accommodations were good for both myself and my friend. plus the room was a good size for the both us with plenty of room for clothes and bags too. the only negative was the location. it was a little further away than the both of us expected and was quite a walk to get there. however, it was still worth it to get there, even if it is a little bit away from the main part of the city or from the train station.",4.0,2022-08-19 02:00:00,"[[0.047855667769908905, 0.7497984170913696, 0.20234601199626923]]"
9586,room got very cold we couldnt turn rad on spotless clean great location stayed in december 2020,5.0,2021-02-08 00:00:00,"[[0.037677619606256485, 0.9379866719245911, 0.0243357066065073]]"
9587,lovely country pub with good food and super friendly service.,5.0,2021-11-29 12:05:00,"[[0.008947054855525494, 0.8949726223945618, 0.09608027338981628]]"
9588,took over 45 min to be noticed i was seated and not even been offered a drink nice scenery service was just bad,3.0,2022-02-06 20:37:00,"[[0.9339022636413574, 0.062021248042583466, 0.004076486453413963]]"
9589,had very nice fish and chips with cask otter beer.,4.0,2021-12-12 05:32:00,"[[0.01944766566157341, 0.8677554726600647, 0.11279679089784622]]"
9590,we always have a great dinner at the deauxville. it was thursday so we started with the clam and oyster on half shell special and tempura cauliflower. then we shared the crab avocado club and the deauxville chicken. annika was our friendly server. will definitely be back.,4.0,2021-03-06 18:39:00,"[[0.013610614463686943, 0.6861626505851746, 0.30022677779197693]]"
9591,previouse used hotel never be phoned up to ask if i wanted to use resturant days night before arriving (i was in work at time phoned ) not imprested with the way com is run now and never return to a much previous loved hotel,2.5,2022-10-19 02:00:00,"[[0.404441237449646, 0.5874817371368408, 0.008077041245996952]]"
9592,great restaurent food and drinks was great will definitely recommend it.,5.0,2021-09-03 23:21:00,"[[0.014095657505095005, 0.2502889931201935, 0.7356153726577759]]"
9593,"we were visiting hampton court from south wales, and we wanted somewhere nice to have a meal for my husbands birthday, so we chose the mitre and we weren't disappointed.
the food, ambiance and staff were fabulous. if we ever go back to hampton court we would definitely re- visit the mitre",5.0,2021-09-10 17:59:00,"[[0.009926087222993374, 0.7768309712409973, 0.21324291825294495]]"
9594,"we reserved two rooms. they were immaculate and quiet. the staff is extremely friendly and helpful. the hotel is literally steps from an amazing array of shops and restaurants as well as pharmacy and news stand. we walked to explore the city, trinity college, st stephen's park, grafton street, temple bar and more. i highly recommend this hotel! the breakfast was tasty and reasonably priced but i didn't like eating in the dark pub so we ate elsewhere after the first day.",4.5,2021-12-27 01:00:00,"[[0.004959466867148876, 0.7890341877937317, 0.20600630342960358]]"
9595,an excellent afternoon tea - light scones that we're not too huge; very tasty sandwiches and a lovely selection of small cakes - plus an unexpected 'happy birthday' cheesecake for my wife's birthday!,5.0,2021-11-07 19:29:00,"[[0.003031328320503235, 0.5443823337554932, 0.4525863230228424]]"
9596,service was a little slower than expected for off-season. food was good and interior was nice.,4.0,2022-01-17 00:43:00,"[[0.018624918535351753, 0.9336710572242737, 0.04770408198237419]]"
9597,"great experience. food lovely
staff were very helpful and friendly",5.0,2022-03-11 13:02:00,"[[0.0041979537345469, 0.6128817796707153, 0.3829202651977539]]"
9598,"absolutely brilliant. warm welcome (inc water bowl for the dogs) and great food. we had heard great reports from
friends about the filly since they reopened and they did not disappoint!
looking forward to our next visit.",5.0,2021-09-25 12:43:00,"[[0.008321347646415234, 0.2865816056728363, 0.7050970792770386]]"
9599,"great veiw, great vibe, and really amazing food with delicious flavors! drinks were creative and eye catching!",5.0,2022-02-02 05:07:00,"[[0.0017039446393027902, 0.3328096866607666, 0.6654863953590393]]"
9600,ate in the bar and had great service and fabulous food.,5.0,2021-05-14 20:32:00,"[[0.019658630713820457, 0.5981390476226807, 0.38220226764678955]]"
9601,"haven't been back to b&b since pandemic. everything was great as usual the steak was done right but it was very tough. the asparagus was also really tough.
service was great as was the atmosphere.",3.0,2021-08-27 13:12:00,"[[0.0696687251329422, 0.7183195352554321, 0.21201176941394806]]"
9602,"i was very excited to come here for my husband's birthday. they didn't seem happy to have us and they had an uninterested attitude for the duration of the lunch. it would have been nice too if they said happy birthday since we were the only table there for the first 45 minutes. the food is way overpriced for what you get. it seemed like the chilaquiles had sauce from a can dumped on top of it and egg cost extra (a main ingredient in the dish normally). i was disappointed with the price-gouging. the face chairs, the rubber duck in the pool, and the city views were definitely nice to look at.",3.0,2021-12-23 07:38:00,"[[0.5561012625694275, 0.4271278977394104, 0.016770869493484497]]"
9603,food was absolutely fantastic! wonderful atmosphere as well.,5.0,2021-11-19 03:22:00,"[[0.009971129707992077, 0.5066784024238586, 0.4833504557609558]]"
9604,"despite being more than 8 open tables outside, they would not let us sit there or barside rail. we went inside to our table with our drinks and jackie immediately greeted us. she's great btw! we ordered burrata salad for app, it was ok, very tiny for $13. my gf got the scallops & i got order of wings with spicythai chili mixed sauce. the wings were the worst things i've ever had at deauville (small, dry, flavorless), until i tasted one of the scallops, which was clearly not fresh. they were rubber. pure rubber, i couldn't even eat it. for over $100 we had a miserable experience for the value. aside from a really hard working server, one of the worst experiences down the shore ever. we won't eat here again (full-timers) and will ensure to tell all of our neighbors and friends to spend their time elsewhere. again, for the $$ you charge serve fresh food, that's cooked the way it's presented on menu and ordered by patrons. this was terrible!",1.0,2021-05-28 14:26:00,"[[0.009721885435283184, 0.8524730801582336, 0.13780508935451508]]"
9605,loved the spooky tea time. great tea and great pastries.,5.0,2021-10-05 15:47:00,"[[0.0098596615716815, 0.4869947135448456, 0.5031456351280212]]"
9606,"our expectations were not very high for a hawaiian winery, but we were pleasantly surprised. all the wines we tasted we were very drinkable and had nice aroma and flavor. after our tasting, we got a bottle and one of their cheese platters and enjoyed the beautiful weather. got a bottle of the pinot to go for latter in the week at our hotel.",5.0,2021-09-15 15:48:00,"[[0.002345842542126775, 0.4055227041244507, 0.5921314358711243]]"
9607,"the room was overheated, despite trying to reduce, very uncomfortable sleep dinner and service from sarah was excellent stayed in december 2020",2.5,2021-01-01 06:00:00,"[[0.8533417582511902, 0.14175502955913544, 0.0049032485112547874]]"
9608,"it was hard to adjust the temperature in the room, i woke up roasting hot and thought i had managed to turn down the heat but it stayed on full. everything else, staff were lovely, bed was comfortable, food was delicious.. i would recommend this hotel stayed in december 2020",4.0,2021-01-01 06:00:00,"[[0.08109438419342041, 0.7612397074699402, 0.1576659083366394]]"
9609,it's close to the airport and the shuttle bus is handy the room was roasting but the restaurantbar was cold,3.5,2021-12-03 01:00:00,"[[0.020892051979899406, 0.9021201729774475, 0.0769878700375557]]"
9610,i had a very positive experience staying at the manor west hotel.,9.0,2021-05-01 02:00:00,"[[0.016141509637236595, 0.29534950852394104, 0.6885089874267578]]"
9611,room was a bit small great stayed in june 2021,4.5,2021-06-28 01:00:00,"[[0.006629553157836199, 0.9912256598472595, 0.0021447984036058187]]"
9612,"comus inn ruined their charm. they remodeled the place and put in loads of bright lights. they also took away the white tablecloths and skinnied back the menu. my advice, lower the light level several hundred watts, create a more extensive menu and bring back white tablecloth dining. anyone looking for a first class dinner and experience should avoid comus inn",2.0,2022-02-06 07:12:35,"[[0.3181333839893341, 0.6699458956718445, 0.011920807883143425]]"
9613,staff were super friendly and helpful breakfast options could have been better,4.0,2022-02-28 01:00:00,"[[0.01225276943296194, 0.9434064626693726, 0.04434068500995636]]"
9614,"the drinks and the patio were great. the food was very amateurish and bad. like something your college roommate would put together. some basic concepts of italian food are, don't mix seafood and cheese and don't mix sweet and savory. that said i thought the menu was very bizarre . i chose the bucatini cacio e pepe. ( bucatini with pecorino cheese and pepper). it ordinarily came with poached mussels, which, for the reason i stated above, i told them to omit. what came was pasta with a vaguely sweet coating, pepper and no cheese. how can you call it cacio e peppe, if there is no cacio? and the sweetness? did they put sugar in the pasta water instead of salt?
my partners linguine with limoncello garlic and whitefish was equally bizarre.",2.0,2022-04-10 20:26:00,"[[0.5838394165039062, 0.41394564509391785, 0.0022148359566926956]]"
9615,"pete was awesome and so funny, they had music playing which was a mix of 90s rnb & alternative rock with todays hits as well. it was a absolute great time!! 1010 recommend",5.0,2021-10-23 08:33:00,"[[0.008463309146463871, 0.666644811630249, 0.3248918950557709]]"
9616,the staff were extremely helpful and friendly. shout out in particular to the night and morning staffs. it wasn't made clear to us that breakfast wasn't included. i know it's something we should have checked ourselves but had it been mentioned on checkin we would have sorted it then rather than at breakfast.,4.0,2022-10-15 02:00:00,"[[0.0952373817563057, 0.8342406153678894, 0.07052202522754669]]"
9617,great atmosphere! hostess was very friendly and accommodating. wait staff needs a little more training. we were underwhelmed by the food unfortunately.,2.0,2021-10-12 01:31:00,"[[0.1837548315525055, 0.5997244715690613, 0.21652068197727203]]"
9618,staff very friendly and efficient and so close to airport. very comfortable stay.,10.0,2021-04-10 02:00:00,"[[0.018825341016054153, 0.6513214111328125, 0.3298532962799072]]"
9619,"this is a tough review to write. this was our first visit to this restaurant. the food was excellent. the patio is comfortable and has an amazing view of the beach. however, their wine list is small. and, the first bottle we chose they didn't have (and we didn't find out until our salads had already been delivered). the second bottle we chose, the waiter came back sheepishly to say that they were still looking for it and had sent someone downstairs. then he came back and said they found it, but it wasn't chilled, so they had put it on ice. by then, we had finished our salads and still had only water to drink. we settled on a wine he assured us they had, which was promptly delivered. but then we waited 30-minutes for our entrees to be delivered. during that time, they offered bread (doesn't that normally come with the salads?), and the waiter said he would offer complimentary desserts. by the time we finished our entrees, we turned down the desserts because we had come there to see a singer who was performing in their bar. but, because we were just diners, and not staying at the hotel, we were only permitted to get in the long line to get in to the bar and we ultimately didn't see the artist we came to see. they did offer us a discount on our meal. i'm not sure if we'll go back. the food was really good, but the experience was lacking.",4.0,2021-06-13 20:35:00,"[[0.17571528255939484, 0.8168873190879822, 0.0073974644765257835]]"
9620,the breakfast was great all you could eat all great,5.0,2021-06-26 02:00:00,"[[0.0023014196194708347, 0.5355198979377747, 0.46217870712280273]]"
9621,breakfast very good service excellent evening meal could have been better for the price we were charged,4.0,2021-06-28 02:00:00,"[[0.00883160438388586, 0.8551044464111328, 0.13606400787830353]]"
9622,"the service was terrible which is incredibly disappointing. i had booked 2 months in advance for my birthday lunch, when arriving we were told we had 10 minutes to order otherwise the kitchen was closing- if this was the case i should have been told this when i had booked and i would have booked an earlier table. we had booked for sunday lunch to be told the sunday roast was not available and my friend had been brought the wrong meal twice. the lady that served us was incredibly rude from start to finish and tutted and rolled her eyes after bringing the wrong dish the second time. lastly we were told we had to leave without even being given the bill because she needed the table back. it would have been nice to be given some warning possibly 20 minutes instead of 5 minutes. the food was good however the service was awful and for what was meant to be a special birthday meal was ruined by the service of your staff.",2.0,2021-09-27 11:40:00,"[[0.9208370447158813, 0.07728587836027145, 0.0018770915921777487]]"
9623,lovely roast dinner! lights were a bit too dim but other than that was a lovely evening.,5.0,2022-01-09 14:47:00,"[[0.08071532845497131, 0.8625794649124146, 0.05670515447854996]]"
9624,liked staff so pleasant and made u feel welcome,5.0,2022-11-26 01:00:00,"[[0.010218589566648006, 0.6832345128059387, 0.3065468370914459]]"
9625,didnt have breakfast there could of been more choice of food in the restaurant,5.0,2022-02-06 01:00:00,"[[0.20315080881118774, 0.7921440005302429, 0.004705227445811033]]"
9626,"great staff, very friendly and obliging. hearty breakfast. fantastic beachfront location. loads of restaurants around and lovely walks, especially along the cliff to greystones. we loved the buzz, but if you want a very quiet and peaceful stay, ask for a quiet room, as there is a train track at the back of the hotel. i will be back.",4.5,2021-10-23 02:00:00,"[[0.010861634276807308, 0.7555732131004333, 0.23356518149375916]]"
9627,perfect location easy access facilities close incredible views outdoor furniture needs updating,5.0,2021-06-16 02:00:00,"[[0.0023512570187449455, 0.976934552192688, 0.02071418985724449]]"
9628,a beautiful hotel with amazing staff. we enjoyed our stay very much and will certainty return again. stayed in december 2020,5.0,2021-02-05 00:00:00,"[[0.012293411418795586, 0.4923798441886902, 0.4953267276287079]]"
9629,i had a good time here the view was okay the food and drinks were okay as well. i went for a business meeting and the service was okay.,4.0,2022-02-08 18:15:00,"[[0.007896522991359234, 0.7259873151779175, 0.2661161720752716]]"
9630,"the charm of the place, and its location. it is secluded so it's perfect as a getaway. there is a trail that's a less than a 5-minute walk away from the estate. joyce was exceptional and made sure that we were comfortable and well looked after stayed in january 2021",5.0,2021-01-01 00:00:00,"[[0.006037442479282618, 0.8025054335594177, 0.19145703315734863]]"
9631,delightful inn. great ambience. friendly staff. delicious food and a lot of it. easy menu- lots of choices. we totally enjoyed the meal on every level. will definitely return.,5.0,2021-12-26 05:17:00,"[[0.016518069431185722, 0.4076072573661804, 0.5758746862411499]]"
9632,"the red lion in shamley geen is a great place to eat, summer or winter",5.0,2021-12-17 09:24:00,"[[0.0045414818450808525, 0.9261412620544434, 0.06931719928979874]]"
9633,"the pig's nose inn is a good, down to earth real pub. with real locals and a friendly atmosphere. no frills great beer and food..perfect.",4.0,2022-02-23 01:07:00,"[[0.006446573417633772, 0.9027383923530579, 0.09081505239009857]]"
9634,breakfast was fantastic i liked everything!! the location was excellent!!,5.0,2022-08-22 02:00:00,"[[0.002737398725003004, 0.1379026174545288, 0.8593599796295166]]"
9635,"there was no parking for the guests but there is paid parking nearby it was really easy, very clean and the location is ideal stayed in june 2021",5.0,2021-06-11 01:00:00,"[[0.00423930399119854, 0.8781939744949341, 0.1175667867064476]]"
9636,"the room was spacious,clean and well decorated.the bed was very comfortable and a great shower in ensuite.breakfast was very tasty and staff were helpful and friendly tea making facilities in room would be good",5.0,2021-07-20 02:00:00,"[[0.00611581327393651, 0.660982072353363, 0.33290213346481323]]"
9637,"felt like a stylish and sophisticated place and very nice, friendly staff which make it even better. the food, cocktails and nibbles were good too. would definitely recommend.",4.0,2021-07-11 14:21:00,"[[0.013371046632528305, 0.2588965594768524, 0.7277323603630066]]"
9638,"we loved our visit to glen rock mill inn. they were able to accommodate a change in our reservation with no problem. the room we were seated in was very rustic and comfortable right by a fireplace and the bar. we had the mill manhattan, a feature drink and old fashioned and martinis which were all very good. we decided to take advantage of the prix fixe menu that includes an appetizer entree and dessert. our party had the chicken cordon blue, short ribs and the special halibut. everything was delicious! the chicken and beef were served with the most interesting brussels sprouts and we couldn't get enough. our dessert were the lemon raspberry cake, pineapple upside down cheesecake and the smith island cake and all of them were great. the wines were good as well. would love to return when we're able to eat outdoors. weather did not cooperate.",5.0,2021-07-04 18:45:00,"[[0.002922861138358712, 0.3770381808280945, 0.6200389266014099]]"
9639,"I enjoyed the location of the hostel, but the lack of hot water in the shower made it a bit uncomfortable to shower.",5.0,2021-12-30 01:00:00,"[[0.8788670897483826, 0.1198386400938034, 0.0012942227767780423]]"
9640,"the food was great. i especially loved the chorizo con queso. the drinks were weak and the service was
slow and somewhat lacking.",4.0,2022-02-06 10:52:00,"[[0.22310319542884827, 0.6206910610198975, 0.15620578825473785]]"
9641,the hotel is really central and walking distance to shopsbarsrestaurants. there is a really good indoor and outdoor bar which had a great atmosphere. breakfast was included and we could choose off a menu. the food was lovely. the room was spacious and the shower was really good. staff at reception weren't the most friendly. it was difficult at times to find staff to order drinks from in the restaurant.,4.5,2021-08-08 02:00:00,"[[0.02007630281150341, 0.7226607799530029, 0.25726285576820374]]"
9642,amazing hotel to include very nice food and service na all good could add some glasses in the room or water bottles,5.0,2022-01-06 01:00:00,"[[0.0016901136841624975, 0.8786883354187012, 0.11962156742811203]]"
9643,"sports barlounge serving very good bar food. loud with football game playing on cool screen setup. our group tried the poke nachos, boneless wings, burger with avocado and onion rings, and the fish and chips. the poke nachos were the big winner but everything was tasty and the cocktails were great. cool place to hang inside an amazing hotel to visit.",4.0,2022-01-02 15:52:00,"[[0.01465329434722662, 0.7768669128417969, 0.2084798365831375]]"
9644,from the lady behind the counter downstairs to our server peter everyone was really cool and made our experience enjoyable.,5.0,2022-01-27 20:18:00,"[[0.006746628321707249, 0.8614088892936707, 0.13184450566768646]]"
9645,"location dust, a bit run down, bathroom not in great condition, noisy.",3.5,2022-02-03 01:00:00,"[[0.3117775321006775, 0.6867269277572632, 0.0014955336228013039]]"
9646,"atmospheric and traditional olde pub with lots of charm.
the service was welcoming and friendly and the food was delicious.",5.0,2021-12-26 12:42:00,"[[0.015666184946894646, 0.665398359298706, 0.31893545389175415]]"
9647,lovely attentive and personable staff. good choice of food. a rather nice ambience and a log fire!,4.0,2021-11-05 22:54:00,"[[0.01800793968141079, 0.6908979415893555, 0.2910940945148468]]"
9648,"good food, good service, dining area was cold. possibly closing door between dining and hotel lobby would have helped the chill from the outdoors.",3.0,2022-02-06 20:41:00,"[[0.43106022477149963, 0.5590969324111938, 0.009842832572758198]]"
9649,"i booked lunch for our wedding anniversary, they brought a little after s saying happy anniversary but the waitress took it to the wrong table, even though they said that's not for us but we will have it anyway !! our table constantly got overlooked such a shame as great location!! i will book any special events at a different hotel,
we won't be returning.",3.0,2021-09-06 11:16:00,"[[0.10026276856660843, 0.885391116142273, 0.014346098527312279]]"
9650,great brunch and service. also a high five for john working in front valet. he is just great every time we come to the hotel.,5.0,2021-10-25 22:29:00,"[[0.002489397767931223, 0.5112072229385376, 0.48630329966545105]]"
9651,all staff were very friendly and helpful but one of the waitress called racheal was exceptionally helpful with my daughter who is coeliac this was really appreciated.,4.0,2021-07-15 02:00:00,"[[0.03391192480921745, 0.7830222249031067, 0.18306587636470795]]"
9652,"the free and fast wi-fi, the kettle, the vending machines, a lot of towels room not cleaned regularly, body lotion not provided",4.5,2022-05-05 02:00:00,"[[0.7082261443138123, 0.29130491614341736, 0.0004688838089350611]]"
9653,we love this place. food is excellent and service is very good.,4.0,2022-03-30 07:24:00,"[[0.0073643340729177, 0.2945092022418976, 0.6981264352798462]]"
9654,"excellent food, friendly and good atmosphere, good value",5.0,2021-11-08 12:04:00,"[[0.006126039195805788, 0.3461359739303589, 0.6477379202842712]]"
9655,returning to one of our favourite pubs for lunch. the food is always excellent and the service friendly.,5.0,2021-10-13 20:00:00,"[[0.016495462507009506, 0.30251631140708923, 0.6809882521629333]]"
9656,nothing everything rude staff coming up with 200 cash deposit on the day,0.5,2022-03-18 01:00:00,"[[0.008915702812373638, 0.9786102771759033, 0.012474031187593937]]"
9657,breakfast was varied and delicious. plenty of choice of fruit cereal and hot cooked choices.,4.0,2022-10-06 02:00:00,"[[0.002109468448907137, 0.8264899849891663, 0.17140060663223267]]"
9658,the restaurant is really expensive for the quality and quantity of food,1.0,2021-10-30 13:38:00,"[[0.6719169616699219, 0.3273344039916992, 0.0007485705427825451]]"
9659,"staff, cleanliness, service noisy wedding guests departing at 44.30am. out of hotels control really.",3.5,2021-08-21 02:00:00,"[[0.06116810068488121, 0.9380607008934021, 0.0007711475482210517]]"
9660,conveniently set close to town but far enough from any noise small and tasteful,5.0,2022-04-21 02:00:00,"[[0.003131562378257513, 0.9344158172607422, 0.06245258077979088]]"
9661,beautiful breakfast ! room not ready in check in and steam room out of order.,2.5,2022-05-02 02:00:00,"[[0.11418106406927109, 0.885271430015564, 0.000547512318007648]]"
9662,"location, transportation tofrom airport, good food. welcoming atmosphere air conditioning",4.0,2022-05-16 02:00:00,"[[0.008301954716444016, 0.9002083539962769, 0.09148965775966644]]"
9663,"very friendly and attentive staff who happily turned the volume down on the speaker behind my head.
really good food and decent choice of wine.
being picky the new decor is quite minimalist and bright so not quite the atmosphere. perhaps uplighters on the walls rather than down to reduce the glare of the bulbs but that's being picky.
i'd go again certainly",4.0,2021-11-13 11:26:00,"[[0.048551950603723526, 0.9135204553604126, 0.03792761266231537]]"
9664,hotel is beautiful. bedroom was really spacious and beds were very comfortable. all of the staff were extremely friendly and helpful. the food was delicious in all the restaurants that we ate in. the location is right in the centre of town.,5.0,2021-08-25 02:00:00,"[[0.008702472783625126, 0.37368813157081604, 0.6176093816757202]]"
9665,breakfast was fantastic mattress could do with replacing,4.0,2021-06-20 02:00:00,"[[0.01091054081916809, 0.9526958465576172, 0.03639359027147293]]"
9666,"we needed close to airport, clean, comfortable & a shuttle bus. that's what we got. the shuttle bus & driver john was probably the highlight for us.. it was convenient & nothing was too much bother. can't think of anything.",4.5,2022-03-04 01:00:00,"[[0.0028874969575554132, 0.4920094907283783, 0.5051030516624451]]"
9667,staff need to pace themselves and allow customers to eat and not feel rushed but all ok,5.0,2021-10-31 10:14:00,"[[0.04441113770008087, 0.8555806279182434, 0.10000830888748169]]"
9668,parking is an issue. hotel valet told us they won't accept restaurant clients and the garage was full! expect better service.,5.0,2021-10-24 20:33:00,"[[0.727715015411377, 0.2707251012325287, 0.001559985103085637]]"
9669,great experience. food was stellar. service was super friendly. highly recommend.,5.0,2022-03-12 18:00:00,"[[0.008075603283941746, 0.280159592628479, 0.7117648124694824]]"
9670,"The shower had so much scale build-up that it was hard to feel clean. On the bright side, the staff were friendly.",5.0,2021-06-13 02:00:00,"[[0.5069588422775269, 0.4751238524913788, 0.017917368561029434]]"
9671,"not such great service , even though we understand the waitstaff shortages at this time ,our waitress was just not very good ! food was fair at best , we both got the jersey shore seafood dinner and it was chincy and way over priced , i had a seafood combo at dino's seaville diner last week that had a lot more seafood and was $12 cheaper and way tastier! the bread pudding desert was the only thing we truly enjoyed !",1.0,2021-09-19 06:29:00,"[[0.9485349655151367, 0.049286674708127975, 0.002178377704694867]]"
9672,"very clean ,organized and the food is very good and a large variety",5.0,2022-03-03 17:00:00,"[[0.0067644426599144936, 0.6596518754959106, 0.33358362317085266]]"
9673,we had an enjoyable lunch but staff could have been more welcoming and charming despite the regulations . food and atmosphere good .,4.0,2021-05-22 17:18:00,"[[0.017033278942108154, 0.3615136742591858, 0.621453046798706]]"
9674,"hotel by the ocean, beautiful place, the food is super, very tasty, the employees are very pleasant. the interior in the room is a little old, but everything is super in the hotel itself, but the view from the window and balcony changes everything..",5.0,2022-02-14 01:00:00,"[[0.004311526659876108, 0.8649075627326965, 0.130780890583992]]"
9675,i gave a 200 deposit at the desk as a deposit until i could pay. the agreed price in euros. i was called on the telephone in the room at 4 am saying my boyfriend must leave or they will take all the money. i then left as i was so angry. i want my money owed back and feel i am owed a full refund for the bad service and treatment,0.5,2022-05-26 02:00:00,"[[0.48125147819519043, 0.5011720061302185, 0.01757647842168808]]"
9676,friendly helpful bar and serving staff. we were not given breakfast times at check in and when we went down the next morning at 10:12 am we were told that breakfast was finished. tile on the bathroom floor was badly cracked and lifted causing me to cut my toe on it. one of the windows in the room was absolutely filthy dirty. the window was able to open in so it could be easily cleaned. the curtain on that window was closed when we first arrived and the next morning when i opened the curtain to admire the beautiful views i was shocked at how dirty the glass was. i brought all of these issues to the attention of the girl on reception when i was checking out. she didn't ask how our stay was or if everything was ok. i politely explained how we had missed breakfast and that she had not told us the times and she answered that she only works there at weekends. also i found it a little strange that the bible was on the bedside locker. in such a diverse world we live in i'm not quite sure if this is the right place for the bible. i was disappointed with my visit to the hotel this time but i could not fault the bar and serving staff as they where friendly and polite when we had our evening meal and drinks the food was very tasty. let's hope it will be a better experience next time as i have enjoyed many good nights at this hotel in the past.,3.0,2022-06-18 02:00:00,"[[0.7822140455245972, 0.21538306772708893, 0.002402920974418521]]"
9677,"had a lovely late afternoon sunday lunch . everything about this pub was lovely . food and wine was thoroughly enjoyed . we had a table beside a little window that overlooked the green .
thank you red lion we'll come again",5.0,2022-03-09 14:23:00,"[[0.005241448991000652, 0.4246539771556854, 0.5701045989990234]]"
9678,i got sick and had to leave early. we received a voucher for the nights we missed. nothing,5.0,2022-07-28 02:00:00,"[[0.030445702373981476, 0.8783037662506104, 0.09125056862831116]]"
9679,location good for city meet ups very noisy room..traffic outside plus plus,3.0,2021-07-23 02:00:00,"[[0.035588253289461136, 0.9360111951828003, 0.028400560840964317]]"
9680,"food just ok, live music was loud. some seem to really enjoy it but we were struggling to talk to each other.",3.0,2022-03-14 18:24:00,"[[0.04725092276930809, 0.9178053736686707, 0.034943632781505585]]"
9681,location is very central and close to both the bus and train station too. it's very clean and staff were all so so helpful and welcoming. booked the hotel very last minute but the room and check in was ready almost instantly without any issues. would very much recommend. stayed in may 2021,5.0,2021-05-10 01:00:00,"[[0.014087451621890068, 0.5553700923919678, 0.4305424988269806]]"
9682,"very close to the train station which is handy staff are very friendly spotless room, very cozy and warm quiet area , would definitely return here at some stage. loved every bit of my stay stayed in may 2021",5.0,2021-05-21 01:00:00,"[[0.010232566855847836, 0.7380271553993225, 0.2517402768135071]]"
9683,from concentrate orange juce with breakfast comfortable bed stayed in june 2021,5.0,2021-06-05 01:00:00,"[[0.0016675449442118406, 0.975179135799408, 0.023153364658355713]]"
9684,great location.. friendly obliging staff.. rooms clean beds comfy stayed in june 2021,5.0,2021-06-11 01:00:00,"[[0.004901161417365074, 0.7513233423233032, 0.24377542734146118]]"
9685,the menu offered a good choice of meals with the addition of a specials board. the food was excellent. the waitress was efficient and friendly.,5.0,2021-10-06 11:06:00,"[[0.006688402500003576, 0.2636129558086395, 0.7296985983848572]]"
