docs|rating|timestamp
what a gem! lovely escape for lunch in a rooftop oasis. the staff was very accommodating to our diningfood limitations. food and drink was dynamite and all suggested menu items were spot on! having secured a table for our small gathering was a relief and meant we didn't have to lose most of our lunchtime to waiting.|5.0|2021-12-09 15:40:00
"lovely way to connect with friends after so long because of covid.
we felt very comfortable and safe. the cuisine was wonderful - thanks chef!"|5.0|2021-05-31 06:11:00
except for the fire door that made some noise everything was beyond expectation. very friendly staff, well equipped and clean room with good beds and good breakfast. location was also perfect for us, just 5 minute walk from st. stephen's green park and grafton street.|4.5|2021-08-15 02:00:00
had the home made pie it was very nice. will be back again soon|3.0|2022-01-20 05:47:00
lovely meal at the anchor although side requested with the main came out as a starter. was nice to eat out again and luckily the sun was shining.|5.0|2021-04-20 13:25:00
"the general aesthetics of the place were luxurious and seemed ""high-end"". there were many nice details, including the wallpaper and tiles. this was the worst bed i have slept in for years. i could feel and hear the springs. the mattress was low to the ground, uneven, and extremely hard. if i had not been so exhausted from traveling and the shower completely flooding the bathroom before bed, i would have demanded a better room. there was a bright light outside my window and the curtains were broken (tied up with string), so the neon light came through the cracks in the shades all night."|2.5|2022-10-10 02:00:00
we got breakfast to our rooms and it was absolutely breath taking we seriously couldn't ask for a more tasty breakfast the pillows were super thick and bulky so in the end i had to sleep without a pillow because my neck was starting to hurt. the pillows also had random stains on them and so did the bedsheets.|4.5|2022-08-22 02:00:00
we had a great time celebrating my parents anniversary here! food was delicious and fresh and our server was super kind and knowledgeable. we will definitely be back.|5.0|2021-09-19 09:46:00
it was an amazing experience i'm definitely going back|5.0|2021-09-23 17:25:00
beds are really comfy, everything was spotless. staff couldn't be more polite or friendly. food was great, i made it in time for dinner and got a lovely prawn curry. everything was great. i should have booked the shuttle bus but didn't think of it when i checked it, so got a bit confused on the walk over to the airport so make sure to ask when you're checking in at reception.|5.0|2022-04-19 02:00:00
great location and very good kitchen facilities for making meals|4.5|2021-08-03 02:00:00
comfortable stay at the hotel. food was lovely staff very helpful and friendly.. especially stephen he was very accomodating at breakfast.. aoife and andrea were very polite and happy girls very friendly too thoroughly enjoyed our stay|5.0|2021-08-11 02:00:00
"the dishes are delicious, well thought out using local produce. helping size just right.
waiting staff friendly and well informed."|5.0|2022-01-13 13:07:00
excellent location, hotel very clean and staff friendly. bedroom a little bit dated|4.0|2021-08-04 02:00:00
nothing access to airport and room stayed in january 2021|4.5|2021-01-19 06:00:00
breakfast was lovely location was perfect was happy with everything definitely be back|5.0|2021-09-24 02:00:00
well i've been 5 times since the new year. it's on par with our home roast, which is banging. book early, like the week before, so you get the time you want. highly recommended.|5.0|2022-02-28 00:30:00
the outside space is beautiful, the bar and lounge areas are really cool, the hotel room was huge and very nice. food wasn't great, service in restaurant was really bad with only one visibly frantic person working both for dinner and breakfast. not a lot of breakfast options really just 3 different types of irish breakfast. other than restaurant service it was good but too pricy for the quality.|3.0|2021-08-22 02:00:00
couldn't fault the staff or location and the hotel was clean and comfortable. just the noise was annoying. our apartment was beside dart line so was very noisy when trains passed. also had to park in dart car park as no spaces, near hotel.|2.5|2021-06-29 02:00:00
the location, view, experience are extra-special. the food is quite good and presented very well. ana, our server was very attentive.|4.0|2021-09-25 22:26:00
shuttle kindly dropped us off a outside no1 not much|3.5|2022-01-22 01:00:00
great ambience, delicious food and excellent table service|5.0|2022-01-14 18:46:00
friendly staff, good location, clean room room was a bit cold and duvet was too warm!|3.5|2022-03-07 01:00:00
food was good for a good price, we all have a good time|4.0|2021-11-08 04:00:00
the staff were all very friendly and very efficient. the food was amazing and great value for money. the hotel is spotlessly clean. the entertainment was brilliant. nothing! it went so well.|5.0|2021-09-12 02:00:00
location proximity to the road but great treble glazing|5.0|2022-12-06 01:00:00
really nice place to visit, food was fab .will go again.|5.0|2022-02-03 10:18:00
perfect location, all the staff was lovely, and the room was spacious, and the bed very comfortable. i definitely will stay here again.|5.0|2021-11-01 01:00:00
service was fantastic and our 50th birthday guest felt special. outside seating was spectacular. i said noise level was great but i suspect our group of 8 was the noise.|5.0|2021-06-02 04:23:00
room was spacious and airy. staff were very helpful, even before we arrived. the organised a mobility room for one guest. i also asked for a fan which the accomodated. great range of food for breakfast. it was about a 5 minute walk to the very heart of the town. parking available very close by, no issues with hotel. it's rare where you have a stay that you can't find something you dont' like to say, but this is one of these times. excellent service in an lovely hotel.|4.0|2021-11-02 01:00:00
upscale and creative food offerings in a casual environment.|5.0|2022-01-28 23:11:00
bathroom was not clean and bed was uncomfortable stayed in june 2021|2.0|2021-06-16 01:00:00
such a relaxing pub with good ale, delicious food and happy helpful staff.|5.0|2021-12-02 16:40:00
the staff were excellent, on an evening that the government decided to shut the hospitality sector with 3 days notice, they were professional, warm and welcoming. all whilst they were probably waiting to see how much longer they would go a job. under those circumstances, i think they all deserve at the very least our repeat business.|4.5|2021-12-18 01:00:00
we waited 25 minutes for our waiter to take our drink order soon after that took another 15 minutes for her to come back and take our food order. the hostess had to bring us water meanwhile since she saw how long we were waiting. that being said we were being timed at our table because of the time limit. our food came out and was pretty cold but still delicious. but then again our waiter ended up dropping half my burger on the floor. the restaurant is beautiful but the service is very poor.|2.0|2021-03-09 21:50:00
lovely atmosphere. i have gluten sensitivity and the server was aware of gluten content of various entrees. we enjoyed our dinner.|3.0|2021-03-14 20:54:00
we ate from pop up, keralan karavan, and it was fantastic. the food was delicious and the service from keralan karavan was great. the main was maybe a little overpriced, but the skill and effort that went into it was second to none.|3.0|2021-10-18 01:51:00
really helpful staff very friendly and professional at all times|5.0|2021-09-14 02:00:00
the noise from other apartments above and around is very unsettling when trying to sleep it was cozy once i figured out how to turn on the heating it was perfect stayed in january 2021|5.0|2021-01-22 06:00:00
the kilcullin was a meeting place for friends we were spending a week with, we like the look of the menu and decided to eat there. or four of us thought the menu was expensive and fair priced. the food was absolutely lovely, so much so that we returned again for an evening meal. wouldn't hesitate to go back.|5.0|2021-10-01 15:40:00
reception staff were very welcoming, the hotel was clean and it felt very secure you had to use your key card to enter the corridor to get to your room.|5.0|2022-04-28 02:00:00
service was great, food was really good. the restaurant was also adorable.|5.0|2021-11-07 23:23:00
didn't like that we we next door to interconnecting room, u could hear every word, also expected more from an executive room, very standard.|3.5|2021-07-31 02:00:00
staff was friendly and i liked wooden decorations. shower was difficult to use and i didn't like the smell of the room. it was a bit stale. walls were like paper so earpluggs are needed.|3.5|2022-10-20 02:00:00
good location, comfortable beds, nice decor the window didn't close properly|4.0|2021-12-03 01:00:00
nothing point 1. bad impression. our general estimate is bad or 0. all bads are over than good. the reasons are the next: we have paid all amount for our accomodation, but hotel have released additional money from our credit card twice - at the first day of our arrival and at the last day of our staying in the hotel. these money for the time being did not return to our card, neverthless for our three times address to the management of the hotel. we are asking booking. com to help concerning this problem bscause there is dificult financial situation in ukraine and we need money for the living cost support.|2.5|2022-08-09 02:00:00
excellent location, clean. suitable for families stayed in june 2021|4.5|2021-06-28 01:00:00
great customer service and a very cosy environment! we will most definitely return in the near future.|5.0|2021-12-19 16:01:00
the hotel is in great position . room had fab seaview. staff at reception very friendly and helpful . nice ambiance .comfortable and clean room . breakfast a bit disappointing. menu extensive but no fresh fruit . coffee and tea horrible. waited an hour 1 morning to get any food . on each day the breakfast ordered was not the breakfast brought to the table ! staff appeared to be very young , inexperienced and incompetent. walls very thin - could hear guests in other rooms talking singing arguing ! a lot of late night noise and revelling in corridor .|4.0|2021-07-19 02:00:00
facilities are great for familes the decor is a little dated, but its clean.|3.5|2021-07-19 02:00:00
it was a real homely hotel. like your home away from home. na|5.0|2022-01-29 01:00:00
i had asked prior to check in for a room with accessible bathroom which wasn't provided. upon entering the room there were stains and dirty in the carpet. the bathroom tiles were dusty and very obviously dirty. the carpets in the room were very dirty and covered in stains and glitter from previous occupants. the rooms were not cleaned on a daily basis, beds not made etc, which is something you expect from a hotel. on more than one occasion we smelt smoke ( cigarettes i assume) in the corridors coming from other guests rooms. the hotel is definitely not of four star standard. the food in the croft bar was very good, however that is the only redeeming feature of this terrible hotel. reception staff on check in were rude and barely spoke.|0.5|2022-02-13 01:00:00
took over 45 min to be noticed i was seated and not even been offered a drink nice scenery service was just bad|3.0|2022-02-06 20:37:00
loved the decor and shared spaces. the bed was very comfortable and there were heated floors in the bathroom. our stay was very comfortable. the kettle didn't seem to work and there was no milk left (not that we could find either). under the bed needed a vacuum.|4.0|2021-12-16 01:00:00
i was drenched when i got to the hotel because i walked to it from terminal 2 because i didn't know where the shuttle was late at night during a stormy night but that was just my luck and not much to do with the hotel so no real complaints i didn't go to breakfast stayed in december 2020|4.0|2021-01-09 00:00:00
this was our first time to visit. we had reservations for 5:15 and when we checked in with hostess we asked for outdoor seating. she said there was no availability and gave us a choice of two uncomfortable tables. trevor, our server, was superb as was every single thing we ordered. the food was sublime and the chef rocks! we noticed many walk-ins were being immediately seated outdoors. one couple in line before us, checked in with hostess saying they didn't have reservations but we're staying at the hotel. also many walk ins were seated outside after we were already seated right next to hostess kiosk. when i questioned the hostess, she said the restaurant catered to walk ins and our reservations were actually a disadvantage. i told her she should have given us the option of waiting for an outdoor table, which she did not offer. not happy. we had plans to listen to neil on the piano next door at hotel so went next door and sat in lobby with a beautiful view of the sumptuous patio and felt even worse that we saw several two tops empty. we enjoyed drinks from the bar in the lobby and stayed listening to neil's beautiful music until 8. we so regret not being seated outdoors. everything was so very lovely except the hostess let us down in a big way.|4.0|2022-04-03 04:57:00
always a good choice for lunch with a friend. food, service nice|4.0|2021-10-31 13:00:00
this is a lovely pub and obviously run to a high standard. we are in the garden because it was a fine evening and we had our dog with us. they were happy to seat us indoors if we wanted.|4.0|2021-09-11 09:25:00
food was good but not a good value for the money.|2.0|2021-09-20 07:36:00
the breakfast was excellent with loads of choice. the location suited us very well i wasn't overly impressed with the bed in the room. i found it too short and my feet were out over the end of the bed. i also think the bathroom could be upgraded to have a more modern shower.|4.0|2022-12-18 01:00:00
breakfast was all you can eat! all the workers were friendly and the food was good.|5.0|2022-03-03 13:58:00
breakfast was excellent. plenty of choice. great coffee. staff lovely. the bedroom was too warm but other than that i was very happy with the overall stay. i'd stay again.|4.0|2022-11-26 01:00:00
this was such a fun adventure. perfect for children (which is why we were there) on vacation. staff did a fantastic job with all points of service- friendly, organized, knowledgeable and served a ton of people with smiles on their faces. food was fine, they executed all the dishes as they were meant to be. couldn't say enough about how great the staff was and the excellent job they did.|5.0|2022-04-10 16:22:00
lovely hotel in the centre of town. friendly and helpful staff. rooms are very moderncomfortable and clean. only ~5-6 parking spots at hotel. free offsite parking is available (100m) so it more of on inconvenience than anything else. found price on the high side for this property and it not being a major city.|3.5|2021-12-03 01:00:00
i think guests are smoking inside the house for a long time,as soon as you open the door you are greeted with a stench,the bed linen was also smelly, the heater in the room l think last worked during the spanish flu era. proximity to the airport. stayed in december 2020|2.5|2021-01-01 00:00:00
cleanliness confort and location the shower wasn't powerful enough|4.5|2022-12-28 01:00:00
this place is a little gem in the city! the pictures on the website don't do it justice, the interior is beautifully remodeled. we were greeted at the reception for our lunch reservation, and given the option of any open table. the dining room is bright and overlooks a lovely outdoor dining space and patio. food was good, onion soup and cobb salad. service was great, our server told us about the refurbishment and hotel facilities. suggested we take a look around before we leave. the lady at reception happily took us on a tour of the hotel and the bungalows. i will be going back to try the bar and dinner options soon!|5.0|2021-11-10 11:17:00
absolutely beautiful hotel. nothing not to like|5.0|2021-11-01 01:00:00
reservations were recommended, and we were so glad we did that. we shifted to ordering pick up dinner and taking it back to the room. that was wonderful for a excited but tired child.|5.0|2021-10-07 15:27:00
there was a noise that sounded like a hairdryer intermittently,probably due to water delivery system or the heating system ,a little annoying at times but everything else made up for this. stayed in december 2020|4.5|2021-01-03 00:00:00
very few options at menu. but your personal is excellent at service.|4.0|2021-10-03 05:15:00
The shower temperature was disappointing, as it was barely warm enough to take a shower. Regardless, the hostel had a great location and plenty of opportunities to meet other travelers.|3.0|2022-02-23 20:31:00
very friendly service. lots of sea food, good portion size. sea views ! i'd return for sure|5.0|2021-11-01 12:49:00
the salmon was excellent. husband got the 14 oz steak, the sides are amazing but the steak had no seasoning on it sadly so he only had one bite it was too bland to finish|5.0|2022-02-11 22:04:00
our whole experience was just as we hoped for. having followed mark's journey during the last 18 months it was brilliant to eat his wonderful food in such a fabulous setting.|5.0|2021-09-25 20:19:00
location too far out of city. no evening bar, even though there was one advertised.|2.5|2021-09-20 02:00:00
liked that it was easily walkable to airport terminals the restaurant and bar was very good had a very comfortable stay before flight the next morning would use again stayed in december 2020|5.0|2021-01-22 06:00:00
server was good and table was set up perfectly to view the city !|5.0|2021-11-19 23:35:00
room was lovely and quiet, shower was nice. great location, easy walk into town there was no facility for providing for forgotten or emergency toiletry items. bar staff was really helpful, but the hotel should be better prepared. breakfast was nice, but extra cost - it should have been included for the price.|3.5|2022-04-04 02:00:00
quality of food, comfort of beds. access to facilities. quality of robes a little tired.|4.5|2022-03-01 01:00:00
"i booked this hotel for a colleague. i specifically selected ""pay at the property"" so that he could settle his own bill.when he was checking in, he was told that he could not pay as they had already taken payment from the card that i had used to secure the booking. this causes me a huge amount of inconvenience. i contacted the hotel by telephone and explained the problem. the lady promised to call me back. nobody has called me. i will never use booking.com to book a room for anyone else again."|0.5|2021-10-03 02:00:00
the place was dirty. food left on our table and seats. the food was subpar.|3.0|2021-10-16 18:54:00
i did not realize this was part of a hotel. i came here for dinner with two friends and the entire place was empty. we were later joined by a lady who walked in with slippers and a robe. the drinks were not great, and the food was mediocre. would skip out on this place.|2.0|2021-12-25 05:55:00
"the jw marriott camelback inn has long been one of our most favorite places to visit. rita's cantina, likewise, was our ""go to"" place; loved the casual vibe, the excellent service, and the food. sadly, we have had two occasions now, where they have really fallen down. after a round of golf at the marriott course, we arrived for our lunch reservation at 1:50. because our waitress didn't get to us to place an order until 2:00, we were no longer able to order lunch and had only the happy hour menu to choose from. the choices were minimal, although the food was fine. but after driving an hour to golf there, and to enjoy what used to be, the wonderful marriott experience, we left frustrated and disappointed. it will be some time before we give it another go there; just too many other choices available.."|4.0|2021-06-03 03:46:00
bit limited in the menu but friendly atmosphere|3.0|2022-02-18 18:04:00
very welcoming. food beautifully presented and delicious. only quibble wa that the fondant potatoes were a little too salty.|4.0|2022-01-09 13:07:00
the house is a bit remote. maybe it felt more this way due to covid restrictions. a sign at the end of the road directing you to the house would be a good idea. set in a private location in beautiful countryside with an amazing view. roy was very helpful and friendly. stayed in january 2021|4.15|2021-01-02 06:00:00
breakfast was excellent very good variety and staff were great|4.0|2022-07-08 02:00:00
great location to see achill and westport. warm and friendly staff. excellent food. everything was perfect.|5.0|2021-06-08 02:00:00
really enjoyed our night in the clarence staff lovey new decor fab room great bed was so comfortable and huge shower was fab would definitely recommend and will totally be back can't wait for the whole refurb great stay 1010|5.0|2021-06-07 02:00:00
breakfast was amazing! lovely coffee and really superb hot breakfast with different choices available didnt realise it was on a main road|4.5|2021-09-18 02:00:00
excellent service and very good food, throughly recommend|4.0|2021-11-09 12:52:00
although on the site says that they have vegan option for breakfast they only had some cereals and i think they should review their menu. everything else, staff was very friendly and the hotel is very nice. stayed in may 2021|4.5|2021-05-31 01:00:00
the room was clean but there were cobwebs around ceiling. there was no hot water on saturday morning , an apology was posted to all rooms but there should have been a discount to price at 190 euros per night. the breakfast again was per cooked which again was not good enough for the price paid breakfast should be cooked to order. my husband looked for sugar for ceral as only cubes on table but was told there was none the bar man on saturday night was extremely rude when i ask for milk. i work in the health service and i have never told some one to step away from me..and there was a bar between us|2.5|2021-07-04 02:00:00
walls to neighbouring room are quite thin so i could hear the neighbours if they were making noise late at night. staff were incredibly helpful, and we had someone change the sheets on a weekly basis which was nice. stayed in june 2021|3.0|2021-06-30 01:00:00
location was very central, just on parnell street, after turning from main o'connell street, and very close to shops and supermarkets in the area, such as tesco and lidl. although i had booked a double room, they gave me a family room with an extra sofa bed with the same price. room was large enough and bed was very comfortable. there is no housekeeping service throughout the period in which you stay, so they clean rooms only after you check out. therefore you have to keep your room clean and tidy all the time which contradicts with the idea of staying at a chain hotel.|4.0|2021-12-02 01:00:00
"received absolute terrible service on sunday, party of 7 , manageress very rude i believe her name is sandra, called us liars on a couple of different occasions over a cracked glass and saying something not on the menu that was on the menu, again calling us a liar and getting stroppy.
wrong food was brought out and then had to be took away, no desert offered after maincourse, table not cleared had to clear ourselves, waiter walked past table several times just ignored us, had to go to bar to ask for dessert menu in the end, waiting at the bar to be served for ages and was bypassed for a load of young locals knowing full well i've been stood there 10 minutes waiting then no please or thanks you !
manageress made it very obvious back at the bar that she was tittle tattling about us and on occasions when near our table became very loud!
said my husband could have ice cream off the kids menu ""just this once"" then proceeded to tell him mint choc chip was not on the menu yet it was, then said if he had that he would have to pay more despite the price on the menu for all flavours so he cancelled the ice cream after all the hassle!
we were a party that spent approximately 200 on meals , desserts , pints and cocktails for which we received appalling service and quite bluntly just ruined our day!
before writing this i have emailed the owner of this pub and yet four days later am still waiting a reply. being a local person i do not like to leave negative feedback to any of our local eateries but feel this is the worst i've ever been treated as a regular to this pub."|3.0|2022-04-07 03:00:00
great restaurant with great food service and ambience.|5.0|2021-10-10 23:00:00
lovely place, interesting, staff were busy and friendly. food was quick and lovely tasting. unfortunately the wind was in the wrong direction and we were seated right near the fire and it spoilt it somewhat with watering eyes. no one's fault but|4.0|2022-02-24 12:07:00
server was very friendly. food was good. nice atmosphere in which to dine. if concerned about the spread of covid, no precautions inside restaurant taken by staff.|3.0|2021-12-30 16:34:00
the waitress was very helpful and professional. i have a gluten allergy and she was extremely helpful in making sure my food choices were gluten free. atmosphere was lovely and the food delicious. we were celebrating our ten year anniversary and the staff made our afternoon special.|5.0|2021-10-03 05:04:00
the location is great and the shuttle bus provided. the room was a good size and the bed was very comfortable. the bar food. it was over-cooked and oily. (spicy chicken burger & sweet potato fries)|3.5|2021-08-12 02:00:00
quality of high tea items need to be improved. the cinnamon roll was too dry. the sandwiches were dry too. should have at least 2 drinks selection instead of restricting just to 1 drink. the cost of 1 tea to the hotel is not much but yet enhances the overall experience. compared to other high teas across other hotels, which are of the same price, they offer minimally 2 drinks or free flow. even if it's free flow, how much can 1 person drink within the 2 hours. however the dining experience is greatly enhanced.|2.0|2021-12-12 06:16:00
very comfy bed. lovely room overall. love the touch of having the coffee machine even though i didn't know how to use it. very good shower. got quite cold in the night, turned on heating but didn't seem to do a whole lot|4.5|2022-01-04 01:00:00
breakfast was very enjoyable with plenty of choice.|3.5|2022-11-05 01:00:00
hotel was close to town did not like that the bar and restaurant were as one it was to small|3.0|2022-07-26 02:00:00
excellent food & service in a cozy atmosphere. we had a great experience!|5.0|2021-05-29 17:35:00
a fabulous, comfortable and very enjoyable stay. stayed in june 2021|5.0|2021-06-07 01:00:00
enjoyed dining and celebrating my mom's birthday!|5.0|2022-03-13 22:01:00
this place is a real gem. excellent food, service and atmosphere. the building is old and interesting and the location for hikers and bikers and those who like being by the river. the menu has some unusual choices for the adventurous and old favorits for the rest of us. we loved everything about this lovely restaurant.|5.0|2021-11-04 09:26:00
beautiful rooms. super comfortable beds. incredible breakfast in a perfect location.|5.0|2022-05-04 02:00:00
"service is slow, it took about 25-30 minutes to get a drink.
they delivered a real hamburger to my friend who ordered the vegan burger, he already touched it and ate some of the fries.
then, they took away his hamburger and gave it to the table next to us (think about covid friendly?!)
my other friend had mold on his burger bun.
manager was rude when we asked for shade while it was about 95 out.
they were out of several food items.
while their waiters are doing their very best, the system is working against them and management seems to be lacking hospitality.
not coming back."|2.0|2021-09-06 19:38:00
the staff where very welcoming when i arrived and helped me if i needed something nothing|5.0|2022-10-24 02:00:00
i was unable to call property as the number to hotel was taking me through lots of connections, i was tired and cold, stood at the airport border for an hour, so could not think about emailing hotel reception, in effect the hotel main doors were closed, i did knock and was not heard by receptionist, took me time walking around and looking for other entry, to realise that there was a door bell, but not very well visible and sign posted, lights are not very good at the main entry to the hotel. porter said he did not hear my knocking and i should use more power to knock. when i have got the key to room 330, i had to fight with room doors and after several attempts doors finally did open. i was very upset and disappointed with quality of this service, bathroom bath tube has been rusted to the sides of the walls and in the middle of this the white enamel chipping off in few places, of the bath tube. room was a bit cool for me. double bed, hot water in the shower, toiletries, clean and tidy, superior room, quiet room, tea and coffee, hare dryer, iron, stayed in february 2021|3.0|2021-02-01 00:00:00
food service location windows' insulation was not good enough for -2 degree celcius. had to turn on the heater at max.|4.5|2022-12-16 01:00:00
the staff is very nice. i would definitely recommend this hotel stayed in december 2020|5.0|2021-01-18 06:00:00
"for an upscale priced restaurant i did not feel like it was an upscale experience. when receiving the bread i was warned by the staff that it would be messy similar to how it is at texas roadhouse.
i was also surprised that when the meal was complete they just dropped off boxes for me to pack my own left overs instead of taking it for me. while i'm used to that at chili's or ""texas roadhouse"" i was at bob's for a different experience.
i was not impressed and most likely will not go back."|3.0|2021-10-14 00:47:00
proximity to the airport the room furniture, carpet and bathroom are very old to say the least you'd think you're staying at a very cheap motel! i was also woken up by the noise from the delivering truck at 7:30am.|0.5|2022-03-14 01:00:00
we were staying at the hotel. many restaurants were closed bc of pandemic. enjoyed the yard house! food was great and tried one of the paddle samplers.|4.0|2022-02-22 12:02:00
girls night out at cedar creek was everything we hoped for. met in the outside bar area for cocktails. the service was excellent and the happy hour drinks were perfect. we were seated about 5 mins after our reservation time and escorted to our table by a friendly hostess. the restaurant was decorated for christmas so had a very festive vibe. our server was natalie, and we fell instantly in like with her! natalie was not only efficient, knowledgeable about the menu and attentive but friendly, funny and made us feel so welcomed. thank you natalie for your excellent service! our food was prepared just as we ordered and we all thought our selections were delicious! the coconut cake was absolutely yummy, there wasn't a crumb left! kudo's to the entire team at cedar creek brea and thank you for a wonderful night out. merry christmas!|5.0|2021-12-24 10:56:00
we loved how spacious the property was, very clean, good parking, we were really excited about our stay. we had hassle with people next door, felt extremely unsafe and were awake all night watching our cars as they had been threatened by people next door, had our door being banged on, rang the hotel not knowing what to do and they told us ring the guards, which we did, had to do it twice and guards came twice, hotel management didn't ask once if we were okay or came to check on us even after we rang them very upset, we stayed for one night, we didn't sleep, felt extremely uncomfortable, we complained the next morning in the hotel like anyone would, i then rang the hotel for 3 days straight and everytime was told the manager would ring me back which didn't happen. both of my parents then had to ring and when they finally got to speak to the manager they got no satisfaction and were told the hotel don't have to do anything to compensate the stay, we had a horrible night and are very upset being told they don't have to do anything so are not going to do anything when in any other hotel if guests were scared,uncomfortable and upset like we were the hotel would do anything to make sure we were happy and make up for the night of hell we had. over a week later and i am still ringing asking is anything going to be done about our horrible stay. the managers attitude that they 'don't have to do anything' is horrible on the phone. we understand what happened with people next door was out of their control but they still should be making sure their guests leave happy, will not be returning here if nothing is done about our night from hell. would not recommend the bella vista either from how we are being treated by staff.|1.5|2021-08-10 02:00:00
my cousin and husband were here from paris for thanksgiving and wanted a lunch at a new england inn type of restaurant. everything was delicious d our waitress was terrific|5.0|2021-11-28 15:11:00
booked afternoon tea to celebrate mum's birthday. the room was intimate and it is a wonderful building however there was a wedding at the same time and the service was stretched.|3.0|2021-11-02 22:38:00
"such a beautiful room and a really wonderful location.. esecially if you are lucky enough to be able to park !
the food however was distinctly average and poorly executed, and offered very poor value for money.
the ribeye steak was 33 for simple steak and chips, the steak was presented as a slab of meat, no sliced preparation, no garnish ..lazy execution .
risotto was clearly cooked by someone who does not love nor understand the dish.
the cauliflower popcorn was claggy and missed the crispness that the dish would indicate.
the starter of tomato and burrata was very good however.
would return for the location and ambiance, but not for the food or service, sorry !"|2.0|2021-09-14 08:30:00
the hotel was incredible! a fantastic setting and the food was stunning. the staff were just wonderful and nothing was too much trouble. we will definitely go back. thank you cabra castle. nothing!|5.0|2021-11-04 01:00:00
very central location parking was a bit of a problem and couldn't find anything close|5.0|2022-12-08 01:00:00
always fun to see what a new crew is cooking, and we weren't disappointed. the salmon i had with my salad was done perfectly. i prefer medium rare, and it's tough for some places to do that. everything was well flavored and presented.|4.0|2021-08-15 17:19:00
great hotel in an excellent location. lovely big room, great value. staff were really nice. good food and drink in the bar. all good!|5.0|2021-12-23 01:00:00
we stayed at camelback inn and decided to give lincoln steakhouse a try for our 40th anniversary. we loved it. food was delicious and the service was great. nice ambience with views of camelback mountain from the patio|4.0|2021-06-27 20:51:00
long time we was waiting for this visit in hotel.my daughter enjoyed swimming pool, food and comfortable room accommodation. lovely family break ..we will cone back soonsmile|5.0|2021-06-22 02:00:00
the apartment is very cosy and with great view of the sea and mounains. very close to shops and beaches. stayed in january 2021|5.0|2021-01-01 06:00:00
"appetizer sampler for $24 was half a plate of cheese no bread or crackers. sold out of la crema pinot bottle and now charge for side salad and bread!! we spent over 300 dollars and were very disappointed.. not worth the value anymore. we have been loyal customers for over 20 years even holding a 50th birthday party.
don't think we are coming back any time soon"|1.0|2021-10-17 18:22:00
i loved everything. the hotel, the rooms, the kindness of the staff.it is so beautiful, the breakfast is just amazing. i would give it 10 stars. i want to go back again.|5.0|2022-12-06 01:00:00
i went for lunch with my friend. we both had baguettes i had the prawn baguette and my friend had the sausage one, we enjoyed both, the portions were generous. atmosphere good and staff helpful and friendly. nice and cosy and warm on a cold day. would definitely go again.|4.0|2021-11-28 12:48:00
i slept well, bed was comfy. parking was close. lights dark in room.|3.0|2022-10-21 02:00:00
food in restaurant was very good & breakfast was very nice pillows were too hard, only one set of toiletries in bathroom|3.55|2022-01-04 01:00:00
location excellent ordered beans for breakfast and didn't receive same. chips salty last night. gap between mattress and headboard, pillows small and lobby a little clinical and not inviting|2.0|2021-08-04 02:00:00
really enjoyed the food and ambience. great service highly recommended.|4.0|2021-09-26 07:01:00
perfect airport location. walkable to the airport without heavy bags, or they have an easy shuttle every 15 min. close to airfield, but rooms are quiet. room service food was great, in room entertainment worked. they have the fridges off because of covid, which is meh. but there is a mcdonalds and a petrol station with a big shoppette inside for those who want to dine low cost. nothing actually. it was very easy. the only thing that would've been better is if it were actually on the airport property to make getting to an early flight easier, but this is as close as you can get basically.|5.0|2021-07-08 02:00:00
location room was beautiful hotel decor is dated in public areas no greeting on arrival bed was hard and uncomfortable no spa or pool service was cold and distant left waiting on check in and check out|3.5|2021-11-25 01:00:00
great location, gorgeous hotel and great staff.|4.5|2022-12-05 01:00:00
such a lovely location, staff were all lovey, quick and went the extra mile to make sure were okay. very friendly. the food was amazing, we did wait a bit but we had a big table so that's expected. accommodating when it got dark and even asked if we wanted to move under the heaters as people left. loved it!|5.0|2021-05-30 13:23:00
pleasant and welcoming, excellent service and food - easy to park|5.0|2021-10-25 07:42:00
no handicapped parking makes this difficult for disabled. we cannot return due to that issue. unfortunate because the food is quite good and the views terrific|4.0|2021-09-12 15:46:00
great hotel. great facilities for kids and adults. lovely food and lovely staff. one of the best hotels we've stayed in. highly recommend. will definitely stay there again.|5.0|2021-11-01 01:00:00
stayed in hotel and came for breakfast. pastries are awesome and loved the coffee!|5.0|2021-12-13 18:32:00
the good is better at waffle house this place doesn't really cater to adults or kids limited menu lots of adult beverages but not really good is dirty and be prepared to eat with plastic silverware and wait in an overwhelming long line even with a a pre booking|1.0|2021-11-25 03:45:00
"awesome food! it was absolutely divine, i recommend everything starters, mains and desserts!
the staff were friendly and we thoroughly enjoyed our experience at the hadley.
marina and niki"|5.0|2021-07-30 14:21:00
scallops were amazing! had an amazing dinela experience, it's been a while since i've been out for dinner since the pandemic but this place practiced safely and the ambiance was beautiful. thank you!|5.0|2021-03-13 22:17:00
The water flow in the shower was weak and barely enough to rinse off. Regardless, the hostel had a fun and energetic atmosphere, with plenty of opportunities to socialize with other travelers.|4.0|2021-12-03 01:00:00
great pub food snd service. this is our go to place in appledore|5.0|2021-11-26 17:10:00
excellent! great food, good location and lovely staff! will definitely be back!|5.0|2021-10-16 12:32:00
did not make it for breakfast sell the breakfast a little bit harder- tell how good it is forcan extra 15 euro.|4.0|2022-01-03 01:00:00
